Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
16	Node1	combined	Drop	0	0	0	0
16	Node2	combined	Drop	0	0	0	0
16	Node3	combined	Drop	0	0	0	0
16	Node4	combined	Drop	0	0	0	0
16	Node5	combined	Drop	0	0	0	0
16	Node6	combined	Drop	0	0	0	0
16	Node7	combined	Drop	0	0	0	0
16	Node8	combined	Drop	0	0	0	0
16	Node9	combined	Drop	0	0	0	0
16	Node10	combined	Drop	0	0	0	0
16	Node11	combined	Drop	0	0	0	0
16	Node12	combined	Drop	0	0	0	0
16	Node13	combined	Drop	0	0	0	0
16	Node14	combined	Drop	0	0	0	0
17	Node0	combined	Drop	0	0	0	0
17	Node1	combined	Drop	0	0	0	0
17	Node2	combined	Drop	0	0	0	0
17	Node3	combined	Drop	0	0	0	0
17	Node4	combined	Drop	0	0	0	0
17	Node5	combined	Drop	0	0	0	0
17	Node6	combined	Drop	0	0	0	0
17	Node7	combined	Drop	0	0	0	0
17	Node8	combined	Drop	0	0	0	0
17	Node9	combined	Drop	0	0	0	0
17	Node10	combined	Drop	0	0	0	0
17	Node11	combined	Drop	0	0	0	0
17	Node12	combined	Drop	0	0	0	0
17	Node13	combined	Drop	0	0	0	0
17	Node14	combined	Drop	0	0	0	0
18	Node0	combined	Drop	0	0	0	0
18	Node1	combined	Drop	0	0	0	0
18	Node2	combined	Drop	0	0	0	0
18	Node3	combined	Drop	0	0	0	0
18	Node4	combined	Drop	0	0	0	0
18	Node5	combined	Drop	0	0	0	0
18	Node6	combined	Drop	0	0	0	0
18	Node7	combined	Drop	0	0	0	0
18	Node8	combined	Drop	0	0	0	0
18	Node9	combined	Drop	0	0	0	0
18	Node10	combined	Drop	0	0	0	0
18	Node11	combined	Drop	0	0	0	0
18	Node12	combined	Drop	0	0	0	0
18	Node13	combined	Drop	0	0	0	0
18	Node14	combined	Drop	0	0	0	0
19	Node0	combined	Drop	0	0	0	0
19	Node1	combined	Drop	0	0	0	0
19	Node2	combined	Drop	0	0	0	0
19	Node3	combined	Drop	0	0	0	0
19	Node4	combined	Drop	0	0	0	0
19	Node5	combined	Drop	0	0	0	0
19	Node6	combined	Drop	0	0	0	0
19	Node7	combined	Drop	0	0	0	0
19	Node8	combined	Drop	0	0	0	0
19	Node9	combined	Drop	0	0	0	0
19	Node10	combined	Drop	0	0	0	0
19	Node11	combined	Drop	0	0	0	0
19	Node12	combined	Drop	0	0	0	0
19	Node13	combined	Drop	0	0	0	0
19	Node14	combined	Drop	0	0	0	0
